Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.4270000000000001,-0.957,-0.11438798828125,0.11300253484651672,0.1607904264266649,0.002203670170927352,0.7488885759918742,2.655630745495603,-1.4056583111796974,Inner Race
0.63,-0.8540000000000001,-0.11429228515625,0.11219438130886024,0.1601552091429592,-0.0170722981194816,0.8112154444171273,3.9336841016369535,-1.4012775133860484,Inner Race
0.645,-0.718,-0.114114599609375,0.11157602229924896,0.15959555985242627,0.04875413051452759,0.5291529868972842,4.041465818951443,-1.3985551401725709,Inner Race
0.815,-0.728,-0.115023779296875,0.11041313939746132,0.15943944270058108,0.060862003517160077,0.963834198755559,5.111658609661143,-1.3861433146712194,Inner Race
0.474,-0.71,-0.115375,0.11321600100661515,0.1616435202435246,-0.018932974962133548,0.6504811655460476,2.9323786025316303,-1.4010272610489671,Inner Race
0.5,-0.747,-0.114183349609375,0.11483741780050225,0.16194080995145846,-0.00506691318762835,0.6192065289865649,3.08754785251398,-1.4182524028719008,Inner Race
0.637,-0.964,-0.114507470703125,0.11438255743184693,0.16184774158164247,-0.02158328277383969,0.9641584621486556,3.9357978911226987,-1.4134251729413627,Inner Race
0.664,-0.701,-0.113991650390625,0.1153983818818746,0.16220429299502412,0.005632221762016429,0.6838838166951784,4.093603120728559,-1.4229488952847398,Inner Race
0.491,-0.828,-0.11434443359375,0.11575366052766735,0.16270496358679798,0.017021844178475628,0.8490533900371293,3.0177321525785348,-1.4229373347973044,Inner Race
0.486,-0.82,-0.114641552734375,0.11218582939627926,0.16039866394856406,-0.031439561509327724,0.6587017429143249,3.0299504249976077,-1.3991319911743385,Inner Race
0.8909999999999999,-0.667,-0.1144701171875,0.11195625495335558,0.1601155792871785,0.0043506740374422825,0.7612063054776539,5.564730202811362,-1.3987543930344026,Inner Race
0.706,-1.104,-0.115065283203125,0.11432246644947967,0.16220051654775758,-0.04428743806352334,1.5764894998178018,4.35263718652911,-1.4096390503938936,Inner Race
0.591,-0.8640000000000001,-0.11421533203125,0.11552671219596455,0.16245279813254598,0.07220342260472315,1.0143445499000734,3.6379798119438993,-1.4223379229690278,Inner Race
0.493,-0.688,-0.113684814453125,0.1153254109531334,0.1619368334787036,0.041554505755384434,0.5051061319701944,3.0443969380495184,-1.4244368014997648,Inner Race
0.5710000000000001,-0.977,-0.11506767578125003,0.11538495604080905,0.16295277845993453,0.006171964349765885,0.9959886898504521,3.5040826268598586,-1.41614730073906,Inner Race
0.693,-1.318,-0.115487646484375,0.11593530908274645,0.16363904205288046,-0.1279342912014108,2.044040410641336,4.234930682227136,-1.4169397942923718,Inner Race
0.483,-0.647,-0.114441162109375,0.11252074201531913,0.16049012044286598,0.028434968883303463,0.3702426107122698,3.0095310456941586,-1.402381079366186,Inner Race
0.605,-1.028,-0.114322998046875,0.11407073653927215,0.16149688993595007,0.010367116140432094,0.8700202963472656,3.746202172933138,-1.4126369382801938,Inner Race
0.552,-0.779,-0.11405029296875,0.11264137477156153,0.1602963789408934,0.013177015945437446,0.5350356837870809,3.443621145076152,-1.4054885328950004,Inner Race
0.598,-0.752,-0.11414375,0.11165249807410403,0.15966986968478508,0.028377231571356,0.6393029763121363,3.7452275822642784,-1.3988489924747094,Inner Race
0.535,-0.935,-0.11446953125,0.11748679408299717,0.16402971190220006,-0.021312528496276958,0.814437253373542,3.2616042166737738,-1.432955216213485,Inner Race
0.762,-0.845,-0.11495078125,0.11470164823656195,0.16238690776198678,-0.024111141688772326,0.9235284083139992,4.692496522668417,-1.4126646726203682,Inner Race
0.647,-0.742,-0.114600537109375,0.11360545357375205,0.16136558493666836,0.005606392418463647,0.9444616196463372,4.0095290470637215,-1.4080700580195422,Inner Race
0.5539999999999999,-0.7809999999999999,-0.11488291015625,0.1164526921718251,0.16358071521614334,0.003981148386575544,0.7025437070752276,3.386707285562272,-1.4238907683802615,Inner Race
0.466,-1.086,-0.114888818359375,0.11324684319872888,0.16131851060939775,-0.03540111855889428,0.8725446399763159,2.8886951549430733,-1.4041271632265342,Inner Race
0.649,-0.8859999999999999,-0.11546494140625,0.1171692505501032,0.1644995915648425,-0.08426359245304732,0.9117376340951536,3.945298549535772,-1.424671329335108,Inner Race
0.513,-0.742,-0.114273681640625,0.11401443857016985,0.16142221590323114,-0.01701267258244796,0.6365600441589718,3.1780012257267716,-1.4125931149298383,Inner Race
0.662,-0.747,-0.11438876953125003,0.11345821465985638,0.16111154060347446,0.03862739598229077,0.6800811483499047,4.1089545635300295,-1.4084559285294191,Inner Race
0.8420000000000001,-0.757,-0.114928466796875,0.11453240702777545,0.16225160778406986,0.0463364006242043,0.9006864730610786,5.189470918035915,-1.4117617010486525,Inner Race
0.444,-0.989,-0.114823583984375,0.1131380232104069,0.16119566596099716,-0.004039368850078193,0.7569721584244324,2.7544164872734855,-1.4038550301907695,Inner Race
0.8079999999999999,-0.759,-0.1146869140625,0.11429699959346525,0.16191434307122854,0.021425994922867342,0.9481890120468872,4.9902929207732285,-1.4117944003880984,Inner Race
0.476,-0.659,-0.11501796875,0.11145707160979797,0.1601599368478077,0.0277849749287288,0.3369967367470688,2.9720291439195563,-1.3924775284106006,Inner Race
0.52,-0.903,-0.11441484375,0.11425451936123797,0.1616917260029483,-0.007270349305070447,0.6824634659068809,3.215996345975788,-1.4132058455304082,Inner Race
0.637,-0.723,-0.114375146484375,0.11094307052793756,0.15934063523505038,0.04856759213549428,0.5558084970281856,3.9977247427207336,-1.3931403817420962,Inner Race
0.708,-0.833,-0.114136181640625,0.11476236350655827,0.16185433250664585,0.0442261533493823,1.0053227774567173,4.374303665741719,-1.4180808415009767,Inner Race
0.457,-0.72,-0.11395444335937502,0.11249702601896283,0.16012675627818068,-0.009632331994701513,0.4393008120230246,2.8539889936075107,-1.405182207535281,Inner Race
0.911,-1.541,-0.114368212890625,0.11327333962813516,0.16096680118578605,-0.061037726751042874,2.265570785622812,5.659552114404846,-1.4074435292586511,Inner Race
0.532,-1.155,-0.114546142578125,0.11496652402050295,0.16228824679818352,-0.07032043496459447,1.5289624841151674,3.278117858168609,-1.416793644425839,Inner Race
0.557,-1.052,-0.11533681640625,0.11759195091205925,0.16471118040138852,-0.05353382279462165,1.1069437071123476,3.3816769368213726,-1.4280884936274605,Inner Race
0.613,-0.732,-0.11523828125,0.11493432123410233,0.1627547684353288,-0.003957550774236554,0.5059490319992261,3.766402704468704,-1.41233248769344,Inner Race
0.43,-0.8009999999999999,-0.11487890625,0.1142894526739214,0.16204506872125113,-0.04088144893766851,0.5980034296858245,2.653582755669555,-1.4105728719997377,Inner Race
0.583,-0.918,-0.11488271484374997,0.1172565320373987,0.1641537728253984,-0.03628270433620341,0.9327246465755836,3.5515479782490647,-1.4288813861046123,Inner Race
0.508,-0.583,-0.1138181640625,0.11378847878130235,0.16094023784078984,0.09004659492906032,0.5771626298326491,3.1564511573702227,-1.4140118949064588,Inner Race
0.51,-0.71,-0.114425,0.11420358852425767,0.1616629314900876,0.0350564896683192,0.5416046689460412,3.1547120623089207,-1.412828765480337,Inner Race
0.481,-0.708,-0.114548876953125,0.1157541360994525,0.16284904355361784,-0.004858952288008202,0.5625207825300604,2.9536556648036516,-1.4216555228233094,Inner Race
0.649,-0.747,-0.11461728515625,0.1119859093930384,0.16024154771244958,0.015417016487886563,0.5781100853768897,4.050135618788569,-1.3980574351765802,Inner Race
0.525,-0.7809999999999999,-0.1147189453125,0.1143752919985682,0.1619922994408222,-0.02016407175415339,0.5124648413215502,3.2408947944577395,-1.412079748463057,Inner Race
0.513,-0.762,-0.112347802734375,0.1149429294271736,0.16072728671062475,-0.021301866925626814,0.7821884169368043,3.1917418037648524,-1.4306224314028986,Inner Race
0.813,-0.8079999999999999,-0.114429931640625,0.1182479126609412,0.16454815514410406,0.014027209731182022,0.7885489462896733,4.940802887081963,-1.4379817656527027,Inner Race
0.508,-0.898,-0.114789501953125,0.1164264056901896,0.16349640922686384,-0.001407167211342933,0.6543183179411716,3.1071018770516905,-1.4243149978438672,Inner Race
0.74,-0.63,-0.115557080078125,0.11340141367176365,0.16190333985152414,0.03559903104503332,0.5392007656927302,4.570628380357244,-1.4010681106001095,Inner Race
0.564,-0.742,-0.11473115234375,0.11302711684927284,0.1610519874940426,0.01665230135047084,0.5377097400783097,3.5019747894813325,-1.4037337218710149,Inner Race
0.642,-0.7979999999999999,-0.11416806640625,0.11686770648537935,0.16337607324389258,0.001799506673163029,0.7243258693523664,3.929583979176704,-1.4310137535529703,Inner Race
0.515,-0.981,-0.11527294921875,0.1155709457385152,0.16322942179835412,0.026406394227560952,0.8243519573385063,3.1550684571817365,-1.4160253806693066,Inner Race
0.889,-0.955,-0.114175,0.11217842207317363,0.16006034659084445,0.009297316671445677,1.1761876960076032,5.554155160444038,-1.4018861098387954,Inner Race
0.588,-0.947,-0.115412158203125,0.11677386209477315,0.16418110519403376,-0.04276234966638487,0.9580499033531128,3.581410901730046,-1.4225633395146773,Inner Race
0.454,-0.828,-0.11673564453125,0.11136337985245123,0.16133321889657828,-0.020736169103502327,0.5103483222445933,2.814051582836353,-1.3820390468087882,Inner Race
0.486,-0.667,-0.11439716796875002,0.11486040872996678,0.16210793116826902,0.006050070039397326,0.4504552504226687,2.998002605409411,-1.4170624504668874,Inner Race
0.496,-0.603,-0.113652099609375,0.11325812212440088,0.16044804652835645,0.055575166251287986,0.4700423687540893,3.091343339679368,-1.4117473155341629,Inner Race
0.515,-0.972,-0.11587011718750002,0.11719545874792345,0.16480287911575986,-0.029625307920278187,0.9133211891617092,3.1249454060705872,-1.4223070030133589,Inner Race
0.486,-0.708,-0.11467675781250003,0.11237747121534476,0.16055789667155507,0.0006782336779827393,0.4588848986719372,3.026945482439801,-1.4000910013001249,Inner Race
0.83,-1.13,-0.1146884765625,0.11328555511161414,0.1612030924384478,-0.019746338224384503,1.1567985023088492,5.148784601119975,-1.4055735787073556,Inner Race
1.047,-0.784,-0.115562060546875,0.11673351225126395,0.16425783802764368,0.04045839667245936,1.1246472643357084,6.374125049812207,-1.4213820457192037,Inner Race
0.581,-1.272,-0.1141833984375,0.11414967244754695,0.16145389422661038,-0.04799379624769959,1.3334224023079972,3.5985505508125497,-1.413987466093721,Inner Race
0.623,-0.728,-0.114584814453125,0.11441743706127927,0.16192711440910498,-0.002116976746993531,0.7562776094861561,3.8474100046395283,-1.413163822640277,Inner Race
0.41,-0.674,-0.11463056640625,0.10744619918950596,0.15711234442121744,0.03541249718668437,0.27667330294392123,2.60959761952754,-1.3705972965745654,Inner Race
0.361,-0.71,-0.11501831054687503,0.10895528204586896,0.15842943412037774,-0.0007815644053917527,0.3066722774939037,2.2786169880888747,-1.3774279361876978,Inner Race
0.339,-0.706,-0.114822705078125,0.10824725537586606,0.15780098147939187,0.007777104845316391,0.2809955045810693,2.148275611608106,-1.3743012008994613,Inner Race
0.583,-0.623,-0.115095654296875,0.11083493542186006,0.1597835808980678,0.021754600115085933,0.5634396750576971,3.648685282450382,-1.3882677141391093,Inner Race
0.61,-0.698,-0.114256689453125,0.11125125052498712,0.15947045961630127,0.01883997481577,0.5926852832624694,3.8251598538544944,-1.3957209891130768,Inner Race
0.679,-0.8859999999999999,-0.11571376953125,0.11238354132266117,0.16130443303637845,0.038794249385291815,0.8527991479130215,4.2094317385987,-1.3939951458656448,Inner Race
0.618,-0.7709999999999999,-0.1176693359375,0.115429347699855,0.16483129662675186,-0.01882527342627975,0.847604172562936,3.749287985032448,-1.4008007720405755,Inner Race
0.474,-0.845,-0.116639013671875,0.11263197514772973,0.1621419190224936,-0.02845941421236216,0.6536990968828382,2.9233649315217676,-1.390117370836364,Inner Race
0.513,-0.625,-0.114855224609375,0.11389548730081432,0.16175064525446065,0.04501844501454656,0.5027782414953189,3.1715483990370843,-1.408300282417086,Inner Race
0.779,-0.964,-0.116082958984375,0.1135391136622177,0.16237534987813534,0.016303537644630276,1.000421601015839,4.797526229102193,-1.3987871372230565,Inner Race
0.496,-0.7959999999999999,-0.11522333984375,0.11309008564521253,0.1614470843191547,0.003268578322869019,0.6186158786172098,3.0722140451882582,-1.4011665044433443,Inner Race
0.537,-0.6759999999999999,-0.11458125,0.1087814295907164,0.15799267221189806,0.01442206453478636,0.2900995937654009,3.3988918123986256,-1.3788702096712857,Inner Race
0.422,-0.935,-0.11701479492187497,0.1139411750102648,0.16332305311172202,0.016260736457443487,0.6110156686482195,2.583836096373539,-1.395747035413469,Inner Race
0.601,-0.789,-0.114671533203125,0.1117509979002803,0.1601163210896905,0.04930246479018242,0.695169844313094,3.75352116454977,-1.3963040051628703,Inner Race
0.464,-0.659,-0.11399384765625,0.1124098365245158,0.16009357157661344,0.026591526265404484,0.398253774304056,2.8983050064440024,-1.4044053680807211,Inner Race
0.664,-0.725,-0.116289599609375,0.11334519111751555,0.16238773360506828,-0.00865387530437104,0.6552037665813599,4.088978799438555,-1.3964080549811866,Inner Race
0.457,-1.006,-0.1148201171875,0.11163543042084036,0.16014218718747258,-0.014211804618432857,0.669229734929095,2.853713990211754,-1.3947223806257063,Inner Race
0.8690000000000001,-0.8009999999999999,-0.11520161132812498,0.11219341295105624,0.16080472177433686,-0.003620264649280361,1.0345476855787377,5.40407016915523,-1.3958547968250374,Inner Race
