Max,Min,Mean,Std,RMS,Skewness,Kurtosis,Crest Factor,Form Factor,Fault
0.422,-0.657,-0.117744091796875,0.09309533727638568,0.15009993269459473,-0.03330741499544162,0.8766670709334519,2.8114602879845045,-1.2747979996613172,Normal
0.466,-0.605,-0.1166947265625,0.09140547713127274,0.14823026850140966,0.02206417981490459,0.946745184905332,3.1437573763523767,-1.2702396489358043,Normal
0.35600000000000004,-0.713,-0.117173779296875,0.0943397244977717,0.1504301951189176,-0.08898439528518562,0.8583879376864498,2.366546155966733,-1.2838213124267603,Normal
0.5,-0.647,-0.117876220703125,0.09303300467552952,0.15016497844688395,-0.03645896881778386,0.9572141067743204,3.3296711734744395,-1.2739208769263073,Normal
0.479,-0.659,-0.116593994140625,0.09340881882882268,0.14939525049057156,-0.00275606910713302,1.2908039218324652,3.20625989398659,-1.2813288676806518,Normal
0.417,-0.623,-0.11771865234375,0.09268760795980363,0.14982741503768596,-0.018610982037976037,0.8544098489127605,2.7832022590466,-1.272758497100147,Normal
0.386,-0.73,-0.118762060546875,0.09376223849242277,0.15131211163338226,-0.09703256685188827,1.2270772028466659,2.5510185260995413,-1.2740778573276759,Normal
0.371,-0.669,-0.1175521484375,0.09362168440736614,0.15027674275836064,-0.03646037334939972,1.0642083930020787,2.4687785560840507,-1.2783836344621096,Normal
0.4270000000000001,-0.767,-0.11633193359375,0.09531406409737248,0.15039097710997745,-0.052575248014765305,1.060937195425821,2.8392660796913693,-1.2927746704113692,Normal
0.361,-0.6759999999999999,-0.117429150390625,0.0928132142991151,0.14967791249958814,-0.050440748240202886,0.9632602716256712,2.411845501927302,-1.2746231408614344,Normal
0.452,-0.593,-0.116137158203125,0.09449905748188432,0.14972466510831434,-0.034142567147174084,0.9430419100428497,3.0188746768811443,-1.2892055172078902,Normal
0.378,-0.7859999999999999,-0.118780908203125,0.09555888733668992,0.15244657827749242,-0.08042963084758313,1.0750248954652886,2.4795571292649257,-1.2834266094076026,Normal
0.54,-0.735,-0.117328515625,0.09555238664741474,0.1513135597340007,-0.07139797594493527,1.1847829302950688,3.568748240073689,-1.289657155619544,Normal
0.393,-0.62,-0.116383154296875,0.09220736083348327,0.14848171890710782,0.033589559132477666,0.7751648191612608,2.646790479613629,-1.2758007789370829,Normal
0.425,-0.625,-0.117525732421875,0.09397834336631357,0.15047855513873273,-0.0038003591264187037,0.8111662080937371,2.8243227057049687,-1.2803881502186174,Normal
0.435,-0.752,-0.118559375,0.09535174697996597,0.15214413268139854,-0.046355838031183504,1.0562676927585963,2.859130959134148,-1.2832737409538346,Normal
0.444,-0.635,-0.11655947265625,0.0939530303441585,0.14970922337150774,-0.04174005849483898,1.0413122469857097,2.9657491368998774,-1.2844020306528063,Normal
0.498,-0.623,-0.11639453125000003,0.09373570895518796,0.14944444123360695,-0.04877331264908772,1.0571084253612444,3.33234207903084,-1.2839472750882093,Normal
0.513,-0.679,-0.11697548828125,0.09364446950585248,0.14984032614701473,-0.0051495969363281715,0.9140543774001464,3.423644443330121,-1.2809549107138254,Normal
0.388,-0.667,-0.116680712890625,0.0950798049232484,0.15051284546639407,-0.03707862035337847,0.8551255790005787,2.577853064950733,-1.2899547983348616,Normal
0.42,-0.72,-0.116920654296875,0.09510390309327478,0.1507141338643605,-0.029331241766725812,0.8893903439128095,2.7867326655507374,-1.2890291691464535,Normal
0.474,-0.649,-0.11750185546875,0.09508373027983558,0.15115277156427698,0.018259310360406948,0.8686910992674073,3.1359001564746944,-1.286386252891781,Normal
0.43,-0.635,-0.11554580078125,0.09415707210920743,0.14905017080825084,-0.002183909037521198,0.8602839087705663,2.884934634212421,-1.2899661415686663,Normal
